"Y","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23"
1,1.00511918936972,1.68176286865449,1.26997629596226,0.430297715988953,0.889581176204125,0.384551889421106,0.129816452173183,0.109998403369248,-0.558674044412756,-0.480464601530323,-0.371431675476644,0.503144844065287,0.728274326295588,1.09017154798345,1.13408017365032,1.2493915642795,1.29430733599964,1.30139945491883,1.59004406947583,1.73779491594527,1.03554068016284,1.25321648060345,0.879539308180415
0,-0.068729955775155,-0.192914055105239,0.209389280326067,0.111398935908297,0.191650669486817,-0.234049194903052,-0.0833932862501268,0.0997719060901085,-0.635615745644938,-0.896403273670846,-0.778074580480685,-0.183171286444755,-0.774588565295206,-0.802503987087269,-1.1757665245495,-0.794499105594968,-0.763449625534424,-1.41389980217551,-0.998733274601744,-1.29087882857191,-0.758855569016399,-0.566212978937779,-0.234073011457766
0,0.263340081519096,0.14235179363571,-0.137086408818108,-0.0928114331859913,0.325362460859649,0.523919033283971,-0.290050250107597,0.0562635248297497,-0.195034634092206,-0.241356599309432,-0.138145977682563,0.425056254716385,-0.052195094216147,0.0714402274669717,0.187544064899692,0.635458575695651,1.23363932581126,1.25507211639079,0.578167635187238,0.081779859174618,0.447410878761873,0.216449825202952,-0.123376292692886
1,0.595641872272715,0.958552120493564,0.78488074470549,0.298448385139284,-0.150298268528298,-0.246036269494159,0.500224382661041,0.170237075438129,-0.0450484399894771,0.0924077950771685,0.101653610047921,-0.128151179217589,0.0998779124740355,0.018662691278534,0.33033700274686,-0.0342651551349011,-0.434825184345714,-0.582967933928755,-0.635757716208666,-1.1171890633059,-1.14945786161031,-1.23503837542941,-1.16643721892063
0,-0.0748519133678416,-0.405305047821495,-0.493427769743638,-0.539432614261799,-1.13855810089851,-0.954280511691536,-0.926591439025952,-1.05103100482613,-0.960886375782015,-0.67527871466159,-0.458051339667535,-0.929148169158693,-1.27913372013449,-1.33593902287312,-1.07398745826179,-0.902660906546274,-0.362070477562158,-0.629727331148426,0.128428158694443,-0.113654663768572,-0.633998150649527,-0.645528337454094,-0.456379446529581
1,-1.09719319340734,-1.08514539087534,-0.828379087137298,-0.122007196721641,0.0259164009594124,0.103406967602477,0.456183078851657,0.244628439374695,0.176684626823731,0.103710587865132,0.779947684063312,0.99499488142153,0.769525142454662,1.19971933673753,1.6319085073753,1.19421991988841,1.3984793076828,1.29162818730522,1.23770042567297,2.03374867407041,2.15014339373616,2.77893352131119,2.76278606659625
1,-0.8730023779783,-0.499233405024891,-0.861387527393195,-1.11940600827751,-0.918231299832972,-0.279780990764171,-0.905761406183411,-1.01599309157975,-1.55560960071219,-1.17316379104436,-1.3215976720593,-1.26515199492739,-0.796358713514888,-0.744095736320916,-1.24792717740244,-1.01137632426132,-1.29543442538121,-1.03351938219355,-1.20371066668677,-0.713758584211478,-0.45437606848729,-0.381527479138395,-0.141041492202474
1,-0.825353862874173,-1.01958930201733,-1.1429524065495,-0.214669584422762,0.357075406650321,1.45358548265866,1.46596896865389,2.29471099117812,2.21821026668215,2.09603170796375,1.61916410117276,0.734594120498166,0.720014625019098,-0.12370755472503,-0.561643654855787,-0.986171965554075,-1.19321044593125,-1.53346128806927,-1.89142300675544,-2.35584481320913,-2.57668390916793,-2.29014558970511,-1.94887022992623
1,-0.322888861400103,-0.105650539590597,-0.230055691244303,-0.148477523242358,-0.342250476627271,-0.0360268748378912,-0.148097039447778,-0.759816962493367,-0.884698415871625,-0.612916670548539,0.00796880950780249,0.327206666500689,0.459051559037787,0.644202332884942,0.798500269331523,0.680446916356332,1.12955053410895,1.58220963257114,2.10129938819925,1.8903998510385,1.75118976053284,1.79960016050448,1.64118721011141
0,-1.49845028275038,-1.3477355460053,-1.30367346068138,-1.92083709776933,-1.58532575206767,-1.15720911777294,-0.762505424969776,-0.607063278482877,-0.763052796249541,-0.726112805952639,-0.941070003535639,-0.764989205065566,-0.636018180629872,-0.46965319175342,-0.774866685402188,-0.827482971699316,-0.63791897853567,-0.273377650894407,0.0280599382960047,-0.0857280018515797,-0.229230513173256,-0.104337611730336,-0.237379974425284
